season,lg,team,abbreviation,playoffs,g,fg_percent,x3p_percent,x2p_percent,ft_percent,pts
2001,NBA,Milwaukee Bucks,MIL,TRUE,82,0.458,0.379,0.48,0.787,8260
2001,NBA,Minnesota Timberwolves,MIN,TRUE,82,0.458,0.357,0.473,0.785,7982
2001,NBA,New York Knicks,NYK,TRUE,82,0.444,0.351,0.465,0.796,7275
2001,NBA,Orlando Magic,ORL,TRUE,82,0.438,0.364,0.456,0.714,7992
2001,NBA,Philadelphia 76ers,PHI,TRUE,82,0.447,0.326,0.464,0.745,7763
2001,NBA,Phoenix Suns,PHO,TRUE,82,0.436,0.315,0.458,0.755,7710
2001,NBA,Portland Trail Blazers,POR,TRUE,82,0.468,0.349,0.492,0.762,7824
2001,NBA,Sacramento Kings,SAC,TRUE,82,0.449,0.354,0.472,0.771,8343
2001,NBA,San Antonio Spurs,SAS,TRUE,82,0.461,0.407,0.472,0.715,7886
2001,NBA,Toronto Raptors,TOR,TRUE,82,0.437,0.369,0.451,0.747,8007
2001,NBA,Utah Jazz,UTA,TRUE,82,0.471,0.381,0.485,0.752,7959
2001,NBA,Washington Wizards,WAS,FALSE,82,0.439,0.324,0.456,0.759,7645
2000,NBA,Atlanta Hawks,ATL,FALSE,82,0.441,0.317,0.458,0.743,7735
2000,NBA,Boston Celtics,BOS,FALSE,82,0.444,0.331,0.469,0.745,8146
2000,NBA,Chicago Bulls,CHI,FALSE,82,0.415,0.329,0.432,0.709,6952
2000,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.442,0.373,0.453,0.75,7950
2000,NBA,Dallas Mavericks,DAL,FALSE,82,0.453,0.391,0.468,0.804,8316
2000,NBA,Denver Nuggets,DEN,FALSE,82,0.442,0.336,0.469,0.724,8115
2000,NBA,Detroit Pistons,DET,TRUE,82,0.459,0.359,0.481,0.781,8483
2000,NBA,Golden State Warriors,GSW,FALSE,82,0.42,0.323,0.437,0.697,7834
2000,NBA,Houston Rockets,HOU,FALSE,82,0.45,0.358,0.48,0.733,8156
2000,NBA,Indiana Pacers,IND,TRUE,82,0.459,0.392,0.478,0.811,8306
2000,NBA,Los Angeles Lakers,LAL,TRUE,82,0.459,0.329,0.482,0.696,8267
2000,NBA,Miami Heat,MIA,TRUE,82,0.46,0.371,0.481,0.736,7739
2000,NBA,Milwaukee Bucks,MIL,TRUE,82,0.465,0.369,0.483,0.786,8300
2000,NBA,Minnesota Timberwolves,MIN,TRUE,82,0.467,0.346,0.481,0.78,8079
2000,NBA,New York Knicks,NYK,TRUE,82,0.455,0.375,0.468,0.781,7555
2000,NBA,Orlando Magic,ORL,FALSE,82,0.452,0.338,0.468,0.735,8206
2000,NBA,Philadelphia 76ers,PHI,TRUE,82,0.442,0.323,0.454,0.708,7771
2000,NBA,Phoenix Suns,PHO,TRUE,82,0.457,0.368,0.477,0.759,8111
2000,NBA,Portland Trail Blazers,POR,TRUE,82,0.47,0.361,0.493,0.76,7991
2000,NBA,Sacramento Kings,SAC,TRUE,82,0.45,0.322,0.487,0.754,8607
2000,NBA,San Antonio Spurs,SAS,TRUE,82,0.462,0.374,0.476,0.746,7886
2000,NBA,Toronto Raptors,TOR,TRUE,82,0.433,0.363,0.447,0.765,7968
2000,NBA,Utah Jazz,UTA,TRUE,82,0.464,0.385,0.476,0.773,7914
2000,NBA,Washington Wizards,WAS,FALSE,82,0.451,0.376,0.462,0.743,7921
1999,NBA,Atlanta Hawks,ATL,TRUE,50,0.409,0.306,0.431,0.731,4315
1999,NBA,Boston Celtics,BOS,FALSE,50,0.436,0.36,0.453,0.692,4650
1999,NBA,Chicago Bulls,CHI,FALSE,50,0.401,0.289,0.422,0.709,4095
1999,NBA,Cleveland Cavaliers,CLE,FALSE,50,0.439,0.341,0.456,0.749,4322
1999,NBA,Dallas Mavericks,DAL,FALSE,50,0.434,0.339,0.45,0.728,4581
1999,NBA,Denver Nuggets,DEN,FALSE,50,0.421,0.328,0.45,0.762,4674
1999,NBA,Detroit Pistons,DET,TRUE,50,0.447,0.365,0.465,0.74,4518
1999,NBA,Golden State Warriors,GSW,FALSE,50,0.415,0.287,0.435,0.676,4416
1999,NBA,Houston Rockets,HOU,TRUE,50,0.462,0.368,0.492,0.729,4711
1999,NBA,Indiana Pacers,IND,TRUE,50,0.448,0.368,0.469,0.796,4733
1999,NBA,Los Angeles Lakers,LAL,TRUE,50,0.468,0.352,0.492,0.683,4950
1999,NBA,Miami Heat,MIA,TRUE,50,0.453,0.359,0.481,0.735,4449
1999,NBA,Milwaukee Bucks,MIL,TRUE,50,0.459,0.373,0.476,0.733,4584
1999,NBA,Minnesota Timberwolves,MIN,TRUE,50,0.425,0.298,0.438,0.743,4647
1999,NBA,New York Knicks,NYK,TRUE,50,0.435,0.353,0.45,0.732,4320
1999,NBA,Orlando Magic,ORL,TRUE,50,0.428,0.33,0.448,0.7,4473
1999,NBA,Philadelphia 76ers,PHI,TRUE,50,0.426,0.264,0.444,0.722,4483
1999,NBA,Phoenix Suns,PHO,TRUE,50,0.449,0.372,0.465,0.76,4779
1999,NBA,Portland Trail Blazers,POR,TRUE,50,0.442,0.364,0.457,0.743,4742
1999,NBA,Sacramento Kings,SAC,TRUE,50,0.445,0.308,0.484,0.683,5009
1999,NBA,San Antonio Spurs,SAS,TRUE,50,0.456,0.33,0.476,0.698,4640
1999,NBA,Toronto Raptors,TOR,FALSE,50,0.421,0.341,0.437,0.76,4557
1999,NBA,Utah Jazz,UTA,TRUE,50,0.465,0.361,0.478,0.767,4666
1999,NBA,Washington Wizards,WAS,FALSE,50,0.445,0.309,0.469,0.705,4560
1998,NBA,Atlanta Hawks,ATL,TRUE,82,0.455,0.332,0.478,0.756,7860
1998,NBA,Boston Celtics,BOS,FALSE,82,0.434,0.332,0.457,0.726,7864
1998,NBA,Chicago Bulls,CHI,TRUE,82,0.451,0.323,0.471,0.743,7931
1998,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.454,0.372,0.466,0.756,7585
1998,NBA,Dallas Mavericks,DAL,FALSE,82,0.427,0.357,0.442,0.753,7494
1998,NBA,Denver Nuggets,DEN,FALSE,82,0.417,0.323,0.433,0.772,7300
1998,NBA,Detroit Pistons,DET,FALSE,82,0.449,0.312,0.473,0.745,7721
1998,NBA,Golden State Warriors,GSW,FALSE,82,0.413,0.272,0.429,0.71,7237
1998,NBA,Houston Rockets,HOU,TRUE,82,0.452,0.343,0.49,0.771,8099
1998,NBA,Indiana Pacers,IND,TRUE,82,0.469,0.39,0.485,0.764,7874
1998,NBA,Los Angeles Lakers,LAL,TRUE,82,0.481,0.351,0.517,0.679,8652
1998,NBA,Miami Heat,MIA,TRUE,82,0.45,0.355,0.481,0.739,7787
1998,NBA,Milwaukee Bucks,MIL,FALSE,82,0.456,0.354,0.469,0.767,7748
1998,NBA,Minnesota Timberwolves,MIN,TRUE,82,0.461,0.347,0.478,0.743,8290
1998,NBA,New York Knicks,NYK,TRUE,82,0.447,0.335,0.471,0.772,7509
1998,NBA,Orlando Magic,ORL,FALSE,82,0.429,0.323,0.447,0.726,7387
1998,NBA,Philadelphia 76ers,PHI,FALSE,82,0.443,0.3,0.463,0.737,7651
1998,NBA,Phoenix Suns,PHO,TRUE,82,0.468,0.356,0.492,0.749,8166
1998,NBA,Portland Trail Blazers,POR,TRUE,82,0.451,0.309,0.479,0.737,7734
1998,NBA,Sacramento Kings,SAC,FALSE,82,0.442,0.351,0.455,0.687,7637
1998,NBA,San Antonio Spurs,SAS,TRUE,82,0.468,0.35,0.488,0.688,7587
1998,NBA,Toronto Raptors,TOR,FALSE,82,0.435,0.343,0.453,0.718,7781
1998,NBA,Utah Jazz,UTA,TRUE,82,0.49,0.372,0.504,0.773,8279
1998,NBA,Washington Wizards,WAS,FALSE,82,0.452,0.339,0.47,0.691,7969
1997,NBA,Atlanta Hawks,ATL,TRUE,82,0.446,0.359,0.481,0.763,7774
1997,NBA,Boston Celtics,BOS,FALSE,82,0.44,0.351,0.461,0.75,8248
1997,NBA,Chicago Bulls,CHI,TRUE,82,0.473,0.373,0.499,0.747,8458
1997,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.453,0.376,0.474,0.723,7173
1997,NBA,Dallas Mavericks,DAL,FALSE,82,0.436,0.327,0.464,0.717,7431
1997,NBA,Denver Nuggets,DEN,FALSE,82,0.439,0.372,0.462,0.761,8020
1997,NBA,Detroit Pistons,DET,TRUE,82,0.464,0.388,0.488,0.745,7723
1997,NBA,Golden State Warriors,GSW,FALSE,82,0.456,0.353,0.483,0.778,8171
1997,NBA,Houston Rockets,HOU,TRUE,82,0.468,0.365,0.509,0.755,8248
1997,NBA,Indiana Pacers,IND,FALSE,82,0.456,0.381,0.472,0.722,7819
1997,NBA,Los Angeles Lakers,LAL,TRUE,82,0.454,0.367,0.48,0.692,8200
1997,NBA,Miami Heat,MIA,TRUE,82,0.453,0.364,0.491,0.719,7776
1997,NBA,Milwaukee Bucks,MIL,FALSE,82,0.471,0.352,0.491,0.741,7818
1997,NBA,Minnesota Timberwolves,MIN,TRUE,82,0.456,0.339,0.48,0.751,7882
1997,NBA,New York Knicks,NYK,TRUE,82,0.463,0.363,0.489,0.748,7819
1997,NBA,Orlando Magic,ORL,TRUE,82,0.437,0.341,0.47,0.746,7719
1997,NBA,Philadelphia 76ers,PHI,FALSE,82,0.438,0.319,0.468,0.725,8215
1997,NBA,Phoenix Suns,PHO,TRUE,82,0.469,0.369,0.496,0.761,8431
1997,NBA,Portland Trail Blazers,POR,TRUE,82,0.464,0.358,0.493,0.713,8114
1997,NBA,Sacramento Kings,SAC,FALSE,82,0.454,0.391,0.466,0.723,7908
1997,NBA,San Antonio Spurs,SAS,FALSE,82,0.442,0.32,0.47,0.719,7418
1997,NBA,Toronto Raptors,TOR,FALSE,82,0.437,0.363,0.461,0.72,7829
1997,NBA,Utah Jazz,UTA,TRUE,82,0.504,0.37,0.526,0.769,8454
1996,NBA,Atlanta Hawks,ATL,TRUE,82,0.448,0.355,0.477,0.757,8059
1996,NBA,Boston Celtics,BOS,FALSE,82,0.456,0.371,0.478,0.714,8495
1996,NBA,Chicago Bulls,CHI,TRUE,82,0.478,0.403,0.496,0.746,8625
1996,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.46,0.377,0.49,0.763,7473
1996,NBA,Dallas Mavericks,DAL,FALSE,82,0.42,0.36,0.443,0.722,8409
1996,NBA,Denver Nuggets,DEN,FALSE,82,0.451,0.346,0.473,0.743,8013
1996,NBA,Detroit Pistons,DET,TRUE,82,0.459,0.404,0.475,0.751,7822
1996,NBA,Golden State Warriors,GSW,FALSE,82,0.456,0.373,0.474,0.759,8334
1996,NBA,Houston Rockets,HOU,TRUE,82,0.464,0.362,0.501,0.765,8404
1996,NBA,Indiana Pacers,IND,TRUE,82,0.48,0.373,0.5,0.755,8144
1996,NBA,Los Angeles Lakers,LAL,TRUE,82,0.48,0.351,0.512,0.746,8438
1996,NBA,Miami Heat,MIA,TRUE,82,0.457,0.379,0.481,0.71,7909
1996,NBA,Milwaukee Bucks,MIL,FALSE,82,0.467,0.338,0.493,0.738,7837
1996,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.459,0.326,0.479,0.777,8024
1996,NBA,New York Knicks,NYK,TRUE,82,0.471,0.377,0.494,0.757,7971
1996,NBA,Orlando Magic,ORL,TRUE,82,0.482,0.378,0.517,0.691,8571
1996,NBA,Philadelphia 76ers,PHI,FALSE,82,0.436,0.342,0.463,0.734,7746
1996,NBA,Phoenix Suns,PHO,TRUE,82,0.473,0.332,0.498,0.771,8552
1996,NBA,Portland Trail Blazers,POR,TRUE,82,0.458,0.353,0.485,0.662,8145
1996,NBA,Sacramento Kings,SAC,TRUE,82,0.457,0.387,0.473,0.731,8163
1996,NBA,San Antonio Spurs,SAS,TRUE,82,0.477,0.392,0.498,0.736,8477
1996,NBA,Toronto Raptors,TOR,FALSE,82,0.467,0.354,0.492,0.723,7994
1996,NBA,Utah Jazz,UTA,TRUE,82,0.488,0.372,0.509,0.768,8404
1995,NBA,Atlanta Hawks,ATL,TRUE,82,0.447,0.341,0.48,0.724,7921
1995,NBA,Boston Celtics,BOS,TRUE,82,0.464,0.368,0.48,0.753,8428
1995,NBA,Chicago Bulls,CHI,TRUE,82,0.476,0.373,0.498,0.726,8325
1995,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.441,0.385,0.452,0.76,7417
1995,NBA,Dallas Mavericks,DAL,FALSE,82,0.44,0.322,0.463,0.734,8462
1995,NBA,Denver Nuggets,DEN,TRUE,82,0.479,0.356,0.507,0.738,8309
1995,NBA,Detroit Pistons,DET,FALSE,82,0.461,0.354,0.49,0.741,8053
1995,NBA,Golden State Warriors,GSW,FALSE,82,0.468,0.341,0.507,0.704,8667
1995,NBA,Houston Rockets,HOU,TRUE,82,0.48,0.368,0.521,0.749,8491
1995,NBA,Indiana Pacers,IND,TRUE,82,0.477,0.38,0.496,0.751,8136
1995,NBA,Los Angeles Lakers,LAL,TRUE,82,0.463,0.352,0.493,0.735,8616
1995,NBA,Miami Heat,MIA,FALSE,82,0.467,0.369,0.487,0.736,8293
1995,NBA,Milwaukee Bucks,MIL,FALSE,82,0.459,0.366,0.483,0.712,8146
1995,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.449,0.313,0.475,0.775,7726
1995,NBA,New York Knicks,NYK,TRUE,82,0.467,0.368,0.496,0.734,8054
1995,NBA,Orlando Magic,ORL,TRUE,82,0.502,0.37,0.535,0.669,9091
1995,NBA,Philadelphia 76ers,PHI,FALSE,82,0.448,0.379,0.46,0.737,7820
1995,NBA,Phoenix Suns,PHO,TRUE,82,0.482,0.369,0.515,0.756,9073
1995,NBA,Portland Trail Blazers,POR,TRUE,82,0.451,0.365,0.469,0.697,8451
1995,NBA,Sacramento Kings,SAC,FALSE,82,0.468,0.346,0.491,0.711,8056
1995,NBA,San Antonio Spurs,SAS,TRUE,82,0.484,0.375,0.507,0.738,8742
1995,NBA,Utah Jazz,UTA,TRUE,82,0.512,0.376,0.531,0.781,8726
1994,NBA,Atlanta Hawks,ATL,TRUE,82,0.461,0.323,0.48,0.752,8318
1994,NBA,Boston Celtics,BOS,FALSE,82,0.472,0.289,0.486,0.73,8267
1994,NBA,Chicago Bulls,CHI,TRUE,82,0.476,0.354,0.489,0.705,8033
1994,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.465,0.362,0.48,0.77,8296
1994,NBA,Dallas Mavericks,DAL,FALSE,82,0.432,0.312,0.447,0.747,7801
1994,NBA,Denver Nuggets,DEN,TRUE,82,0.465,0.285,0.483,0.718,8221
1994,NBA,Detroit Pistons,DET,FALSE,82,0.452,0.344,0.47,0.731,7949
1994,NBA,Golden State Warriors,GSW,TRUE,82,0.492,0.339,0.512,0.664,8844
1994,NBA,Houston Rockets,HOU,TRUE,82,0.475,0.334,0.508,0.743,8292
1994,NBA,Indiana Pacers,IND,TRUE,82,0.486,0.368,0.496,0.738,8280
1994,NBA,Los Angeles Lakers,LAL,FALSE,82,0.45,0.3,0.468,0.717,8233
1994,NBA,Miami Heat,MIA,TRUE,82,0.464,0.338,0.485,0.785,8475
1994,NBA,Milwaukee Bucks,MIL,FALSE,82,0.447,0.325,0.469,0.702,7949
1994,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.457,0.329,0.469,0.772,7930
1994,NBA,New York Knicks,NYK,TRUE,82,0.46,0.348,0.477,0.746,8076
1994,NBA,Orlando Magic,ORL,TRUE,82,0.485,0.347,0.513,0.678,8666
1994,NBA,Philadelphia 76ers,PHI,FALSE,82,0.455,0.338,0.474,0.714,8033
1994,NBA,Phoenix Suns,PHO,TRUE,82,0.484,0.33,0.511,0.728,8876
1994,NBA,Portland Trail Blazers,POR,TRUE,82,0.454,0.353,0.466,0.743,8795
1994,NBA,Sacramento Kings,SAC,FALSE,82,0.452,0.353,0.464,0.731,8291
1994,NBA,San Antonio Spurs,SAS,TRUE,82,0.475,0.349,0.49,0.742,8202
1994,NBA,Utah Jazz,UTA,TRUE,82,0.477,0.32,0.491,0.74,8354
1993,NBA,Atlanta Hawks,ATL,TRUE,82,0.466,0.355,0.486,0.742,8814
1993,NBA,Boston Celtics,BOS,TRUE,82,0.487,0.287,0.498,0.777,8502
1993,NBA,Chicago Bulls,CHI,TRUE,82,0.482,0.365,0.494,0.733,8625
1993,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.497,0.381,0.511,0.802,8832
1993,NBA,Dallas Mavericks,DAL,FALSE,82,0.435,0.338,0.448,0.705,8141
1993,NBA,Denver Nuggets,DEN,FALSE,82,0.46,0.304,0.471,0.756,8626
1993,NBA,Detroit Pistons,DET,FALSE,82,0.453,0.322,0.472,0.729,8252
1993,NBA,Golden State Warriors,GSW,FALSE,82,0.482,0.35,0.499,0.717,9014
1993,NBA,Houston Rockets,HOU,TRUE,82,0.486,0.361,0.51,0.758,8531
1993,NBA,Indiana Pacers,IND,TRUE,82,0.48,0.326,0.5,0.766,8836
1993,NBA,Los Angeles Lakers,LAL,TRUE,82,0.473,0.299,0.49,0.756,8546
1993,NBA,Miami Heat,MIA,FALSE,82,0.456,0.354,0.473,0.771,8495
1993,NBA,Milwaukee Bucks,MIL,FALSE,82,0.472,0.333,0.494,0.742,8392
1993,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.466,0.292,0.483,0.798,8046
1993,NBA,New York Knicks,NYK,TRUE,82,0.465,0.32,0.479,0.741,8328
1993,NBA,Orlando Magic,ORL,FALSE,82,0.486,0.357,0.505,0.73,8652
1993,NBA,Philadelphia 76ers,PHI,FALSE,82,0.456,0.351,0.472,0.786,8556
1993,NBA,Phoenix Suns,PHO,TRUE,82,0.493,0.363,0.516,0.753,9298
1993,NBA,Portland Trail Blazers,POR,TRUE,82,0.458,0.326,0.475,0.745,8898
1993,NBA,Sacramento Kings,SAC,FALSE,82,0.463,0.332,0.478,0.762,8847
1993,NBA,San Antonio Spurs,SAS,TRUE,82,0.49,0.341,0.507,0.765,8652
1993,NBA,Utah Jazz,UTA,TRUE,82,0.489,0.314,0.5,0.766,8709
1992,NBA,Atlanta Hawks,ATL,FALSE,82,0.467,0.313,0.482,0.731,8711
1992,NBA,Boston Celtics,BOS,TRUE,82,0.492,0.306,0.502,0.808,8745
1992,NBA,Chicago Bulls,CHI,TRUE,82,0.508,0.304,0.522,0.744,9011
1992,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.488,0.357,0.502,0.805,8926
1992,NBA,Dallas Mavericks,DAL,FALSE,82,0.439,0.336,0.452,0.75,8007
1992,NBA,Denver Nuggets,DEN,FALSE,82,0.442,0.301,0.45,0.738,8176
1992,NBA,Detroit Pistons,DET,TRUE,82,0.465,0.314,0.477,0.743,8113
1992,NBA,Golden State Warriors,GSW,TRUE,82,0.507,0.333,0.527,0.746,9732
1992,NBA,Houston Rockets,HOU,FALSE,82,0.475,0.343,0.496,0.738,8366
1992,NBA,Indiana Pacers,IND,TRUE,82,0.494,0.354,0.516,0.79,9197
1992,NBA,Los Angeles Lakers,LAL,TRUE,82,0.456,0.267,0.469,0.766,8229
1992,NBA,Miami Heat,MIA,TRUE,82,0.461,0.342,0.475,0.79,8608
1992,NBA,Milwaukee Bucks,MIL,FALSE,82,0.46,0.369,0.475,0.759,8609
1992,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.458,0.32,0.466,0.743,8237
1992,NBA,New York Knicks,NYK,TRUE,82,0.477,0.325,0.492,0.734,8328
1992,NBA,Orlando Magic,ORL,FALSE,82,0.453,0.324,0.466,0.746,8330
1992,NBA,Philadelphia 76ers,PHI,FALSE,82,0.471,0.334,0.487,0.775,8358
1992,NBA,Phoenix Suns,PHO,TRUE,82,0.492,0.381,0.502,0.776,9194
1992,NBA,Portland Trail Blazers,POR,TRUE,82,0.473,0.344,0.492,0.754,9135
1992,NBA,Sacramento Kings,SAC,FALSE,82,0.466,0.353,0.477,0.747,8549
1992,NBA,San Antonio Spurs,SAS,TRUE,82,0.476,0.292,0.487,0.736,8524
1992,NBA,Utah Jazz,UTA,TRUE,82,0.492,0.345,0.503,0.788,8877
1991,NBA,Atlanta Hawks,ATL,TRUE,82,0.464,0.324,0.482,0.8,9003
1991,NBA,Boston Celtics,BOS,TRUE,82,0.512,0.315,0.522,0.824,9145
1991,NBA,Chicago Bulls,CHI,TRUE,82,0.51,0.366,0.519,0.76,9024
1991,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.475,0.334,0.486,0.765,8343
1991,NBA,Dallas Mavericks,DAL,FALSE,82,0.471,0.322,0.485,0.761,8195
1991,NBA,Denver Nuggets,DEN,FALSE,82,0.44,0.283,0.461,0.763,9828
1991,NBA,Detroit Pistons,DET,TRUE,82,0.465,0.298,0.476,0.763,8205
1991,NBA,Golden State Warriors,GSW,TRUE,82,0.485,0.337,0.504,0.783,9564
1991,NBA,Houston Rockets,HOU,TRUE,82,0.467,0.32,0.49,0.741,8753
1991,NBA,Indiana Pacers,IND,TRUE,82,0.493,0.332,0.513,0.811,9159
1991,NBA,Los Angeles Lakers,LAL,TRUE,82,0.484,0.304,0.505,0.798,8717
1991,NBA,Miami Heat,MIA,FALSE,82,0.459,0.302,0.47,0.715,8349
1991,NBA,Milwaukee Bucks,MIL,TRUE,82,0.48,0.341,0.497,0.801,8727
1991,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.449,0.283,0.458,0.735,8169
1991,NBA,New York Knicks,NYK,TRUE,82,0.485,0.332,0.499,0.77,8455
1991,NBA,Orlando Magic,ORL,FALSE,82,0.455,0.358,0.466,0.743,8684
1991,NBA,Philadelphia 76ers,PHI,TRUE,82,0.475,0.316,0.491,0.79,8641
1991,NBA,Phoenix Suns,PHO,TRUE,82,0.496,0.319,0.508,0.77,9348
1991,NBA,Portland Trail Blazers,POR,TRUE,82,0.485,0.377,0.501,0.753,9407
1991,NBA,Sacramento Kings,SAC,FALSE,82,0.453,0.374,0.46,0.732,7928
1991,NBA,San Antonio Spurs,SAS,TRUE,82,0.488,0.273,0.497,0.766,8782
1991,NBA,Utah Jazz,UTA,TRUE,82,0.492,0.323,0.504,0.789,8527
1990,NBA,Atlanta Hawks,ATL,FALSE,82,0.487,0.302,0.498,0.764,8901
1990,NBA,Boston Celtics,BOS,TRUE,82,0.498,0.262,0.513,0.832,9023
1990,NBA,Chicago Bulls,CHI,TRUE,82,0.498,0.374,0.511,0.778,8977
1990,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.461,0.407,0.468,0.744,8411
1990,NBA,Dallas Mavericks,DAL,TRUE,82,0.475,0.323,0.487,0.767,8384
1990,NBA,Denver Nuggets,DEN,TRUE,82,0.464,0.337,0.475,0.789,9397
1990,NBA,Detroit Pistons,DET,TRUE,82,0.478,0.327,0.49,0.761,8556
1990,NBA,Golden State Warriors,GSW,FALSE,82,0.484,0.324,0.503,0.809,9534
1990,NBA,Houston Rockets,HOU,TRUE,82,0.48,0.312,0.493,0.72,8752
1990,NBA,Indiana Pacers,IND,TRUE,82,0.497,0.382,0.511,0.816,8962
1990,NBA,Los Angeles Lakers,LAL,TRUE,82,0.49,0.367,0.507,0.787,9079
1990,NBA,Miami Heat,MIA,FALSE,82,0.461,0.293,0.468,0.687,8247
1990,NBA,Milwaukee Bucks,MIL,TRUE,82,0.473,0.312,0.49,0.758,8691
1990,NBA,Minnesota Timberwolves,MIN,FALSE,82,0.446,0.248,0.455,0.747,7803
1990,NBA,New York Knicks,NYK,TRUE,82,0.484,0.332,0.501,0.756,8879
1990,NBA,Orlando Magic,ORL,FALSE,82,0.459,0.295,0.468,0.756,9090
1990,NBA,Philadelphia 76ers,PHI,TRUE,82,0.489,0.348,0.501,0.788,9039
1990,NBA,Phoenix Suns,PHO,TRUE,82,0.496,0.324,0.511,0.795,9423
1990,NBA,Portland Trail Blazers,POR,TRUE,82,0.473,0.336,0.484,0.743,9365
1990,NBA,Sacramento Kings,SAC,FALSE,82,0.468,0.333,0.482,0.771,8341
1990,NBA,San Antonio Spurs,SAS,TRUE,82,0.484,0.239,0.492,0.745,8718
1990,NBA,Utah Jazz,UTA,TRUE,82,0.505,0.359,0.521,0.754,8760
1989,NBA,Atlanta Hawks,ATL,TRUE,82,0.472,0.277,0.483,0.8,9102
1989,NBA,Boston Celtics,BOS,TRUE,82,0.493,0.252,0.504,0.783,8958
1989,NBA,Chicago Bulls,CHI,TRUE,82,0.495,0.328,0.509,0.786,8726
1989,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.502,0.359,0.513,0.747,8923
1989,NBA,Dallas Mavericks,DAL,FALSE,82,0.469,0.31,0.486,0.789,8484
1989,NBA,Denver Nuggets,DEN,TRUE,82,0.468,0.337,0.48,0.787,9675
1989,NBA,Detroit Pistons,DET,TRUE,82,0.494,0.3,0.505,0.769,8740
1989,NBA,Golden State Warriors,GSW,TRUE,82,0.468,0.308,0.481,0.799,9558
1989,NBA,Houston Rockets,HOU,TRUE,82,0.474,0.314,0.487,0.755,8897
1989,NBA,Indiana Pacers,IND,FALSE,82,0.487,0.328,0.503,0.789,8767
1989,NBA,Los Angeles Lakers,LAL,TRUE,82,0.502,0.34,0.518,0.802,9406
1989,NBA,Miami Heat,MIA,FALSE,82,0.453,0.326,0.458,0.702,8016
1989,NBA,Milwaukee Bucks,MIL,TRUE,82,0.474,0.316,0.488,0.821,8932
1989,NBA,New York Knicks,NYK,TRUE,82,0.486,0.337,0.513,0.752,9567
1989,NBA,Philadelphia 76ers,PHI,TRUE,82,0.486,0.316,0.503,0.787,9174
1989,NBA,Phoenix Suns,PHO,TRUE,82,0.498,0.349,0.508,0.791,9727
1989,NBA,Portland Trail Blazers,POR,TRUE,82,0.474,0.335,0.487,0.74,9395
1989,NBA,Sacramento Kings,SAC,FALSE,82,0.457,0.373,0.468,0.77,8651
1989,NBA,San Antonio Spurs,SAS,FALSE,82,0.468,0.215,0.479,0.698,8652
1989,NBA,Utah Jazz,UTA,TRUE,82,0.482,0.3,0.494,0.77,8588
1988,NBA,Atlanta Hawks,ATL,TRUE,82,0.485,0.301,0.492,0.767,8844
1988,NBA,Boston Celtics,BOS,TRUE,82,0.521,0.384,0.537,0.803,9315
1988,NBA,Chicago Bulls,CHI,TRUE,82,0.49,0.23,0.499,0.759,8609
1988,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.49,0.378,0.496,0.744,8566
1988,NBA,Dallas Mavericks,DAL,TRUE,82,0.475,0.293,0.489,0.789,8960
1988,NBA,Denver Nuggets,DEN,TRUE,82,0.474,0.342,0.484,0.804,9573
1988,NBA,Detroit Pistons,DET,TRUE,82,0.493,0.287,0.499,0.757,8957
1988,NBA,Golden State Warriors,GSW,FALSE,82,0.468,0.292,0.475,0.796,8771
1988,NBA,Houston Rockets,HOU,TRUE,82,0.471,0.237,0.481,0.78,8935
1988,NBA,Indiana Pacers,IND,FALSE,82,0.48,0.336,0.491,0.78,8581
1988,NBA,Los Angeles Lakers,LAL,TRUE,82,0.505,0.297,0.52,0.789,9250
1988,NBA,Milwaukee Bucks,MIL,TRUE,82,0.475,0.324,0.485,0.775,8697
1988,NBA,New York Knicks,NYK,TRUE,82,0.465,0.316,0.478,0.759,8655
1988,NBA,Philadelphia 76ers,PHI,FALSE,82,0.474,0.323,0.485,0.764,8667
1988,NBA,Phoenix Suns,PHO,FALSE,82,0.486,0.331,0.494,0.764,8901
1988,NBA,Portland Trail Blazers,POR,TRUE,82,0.491,0.308,0.501,0.77,9518
1988,NBA,Sacramento Kings,SAC,FALSE,82,0.471,0.32,0.481,0.772,8855
1988,NBA,San Antonio Spurs,SAS,TRUE,82,0.49,0.323,0.5,0.733,9314
1988,NBA,Utah Jazz,UTA,TRUE,82,0.491,0.319,0.502,0.75,8899
